Code,foldchange,samp.lf
MGAT1,-0.085492307,0.173773585
MGAT2,-0.049833524,0.492415834
MGAT3,0.07304848,0.45118313
MGAT4A,0.062664968,0.318811691
MGAT4B,0.010222324,0.567158713
MGAT4C,0.025574193,0.436516463
MGAT5,-0.181522371,0.011436182
MGC12488,-0.248473558,0.086006659
MGC13053,-0.040580067,0.862372179
MGC2889,0.006912454,0.99772993
MGC40069,-0.321249729,0.144990751
MGC4294,0.05332769,0.394938217
MGC4859,0.030325948,0.491253422
MGEA5,-0.147931717,0.123718831
MGLL,-0.041706788,0.981305956
MGMT,0.085402517,0.730768036
MGP,-0.014821253,0.782682945
MGRN1,-0.053051429,0.614074732
MGST2,0.062534159,0.582412135
MGST3,0.100502692,0.286218276
MIA,-0.178480088,0.0309101
MIA-RAB4B,0.084035643,0.418736219
MIA2,0.008290217,0.784873104
MIA3,0.058013161,0.788936737
MICA,-0.037507285,0.370619682
MICAL1,-0.210661747,0.015339993
MICAL2,-0.101267552,0.35209249
MICAL3,-0.074945942,0.294449871
MICALL1,-0.131364144,0.236208657
MICALL2,-0.013033544,0.629960784
MICB,0.048467257,0.500607473
MICU1,-0.094410124,0.417573067
MICU2,0.210025426,0.107234924
MID1,0.051935613,0.832789493
MID1IP1,0.234158647,0.167570107
MID2,0.052965269,0.87208879
MIEF1,-0.274760407,0.013465779
MIER2,0.030417878,0.888695523
MIF,0.188897808,0.225380688
MIIP,0.054215541,0.381741028
MILR1,-0.06435775,0.895891972
MINA,0.085090332,0.511960044
MINK1,-0.112288996,0.10427229
MINOS1-NBL1,0.159046087,0.06027155
MINOS1P1,-0.094268807,0.597231225
MINPP1,0.113844722,0.883921569
MIOS,0.041966851,0.885291898
MIP,0.004671313,0.987317055
MIPEP,-0.020910201,0.610628931
MIR1178,0.139754678,0.418940437
MIR1204,0.032428893,0.634147244
MIR1234,-0.087724053,0.089651498
MIR1236,-0.071504999,0.5436367
MIR124-1,0.066672252,0.486324084
MIR1244-1,-0.063770774,0.511279319
MIR1244-2,-0.063770774,0.511279319
MIR1244-3,-0.005712176,0.398352201
MIR1248,-0.131079975,0.451243803
MIR1282,0.042401852,0.488979282
MIR1292,-0.242989348,0.006489826
MIR1304,-0.02033073,0.90409027
MIR1306,-0.130657878,0.17599556
MIR15A,0.018163297,0.325951165
MIR1908,-0.02214072,0.876624491
MIR196B,0.055650565,0.510626711
MIR21,0.045208149,0.722988531
MIR22,-0.138809267,0.642853866
MIR224,-0.085330424,0.243420644
MIR22HG,-0.138809267,0.642853866
MIR3064,-0.004082156,0.827240844
MIR3190,0.068505807,0.961339253
MIR3191,0.068505807,0.961339253
MIR3620,-0.20173416,0.076220496
MIR3652,0.063672193,0.525288198
MIR3654,0.032313512,0.888463189
MIR3656,-0.047391525,0.776299667
MIR3658,-0.066156892,0.653496855
MIR3916,0.056742516,0.241263041
MIR3917,0.156952649,0.078554199
MIR4271,-0.118512377,0.131446541
MIR4315-1,0.076391674,0.462102109
MIR4315-2,0.076391674,0.462102109
MIR4321,0.091322308,0.474566038
MIR452,-0.085330424,0.243420644
MIR4640,-0.021468851,0.289351091
MIR4656,-0.136120273,0.058805771
MIR4680,0.192715138,0.336588235
MIR4683,0.010980225,0.376221236
MIR4691,0.041599006,0.818985572
MIR4707,-0.082686217,0.313759526
MIR4738,-0.095736555,0.626764336
MIR4745,-0.030034512,0.538737699
MIR4746,0.140016422,0.391154273
MIR4784,0.254828789,0.22781576
MIR4800,0.138532775,0.246612653
MIR492,0.058314178,0.273991861
MIR5047,-0.004082156,0.827240844
MIR5193,-0.2247154,0.008195339
MIR548F5,-0.043892171,0.41790899
MIR600,0.027327599,0.718372919
MIR600HG,0.027327599,0.718372919
MIR6080,0.076391674,0.462102109
MIR612,-0.135462771,0.066533481
MIR6125,-0.051382857,0.85790677
MIR6132,-0.035695236,0.725400666
MIR622,-0.001027874,0.858509804
MIR631,-0.173180304,0.093459119
MIR636,-0.124339042,0.350962634
MIR637,-0.048006672,0.666933777
MIR6513,0.067020974,0.92000444
MIR6516,0.197253475,0.34091084
MIR664B,-0.102333423,0.19836774
MIR6716,-0.026889788,0.846137625
MIR6727,0.030710548,0.984217536
MIR6732,0.555725334,0.072189419
MIR6733,0.050052015,0.202492786
MIR6734,-0.071384228,0.281863115
MIR6743,-0.175068091,0.058576397
MIR6756,0.013767164,0.731172031
MIR6758,-0.284315218,0.022671846
MIR6773,0.056372596,0.881098039
MIR6778,-0.006050644,0.691603404
MIR6785,-0.004010992,0.701448021
MIR6787,0.043557843,0.961245283
MIR6789,0.076309875,0.673854976
MIR6805,0.019835314,0.796287088
MIR6824,-0.231297713,0.082884943
MIR6831,-0.134476222,0.094722161
MIR6834,-0.081295969,0.664017758
MIR6840,-0.34754413,0.015388087
MIR6849,-0.087724053,0.089651498
MIR6866,-0.086238115,0.081174251
MIR6872,0.018603088,0.314017758
MIR6875,0.063648538,0.281580466
MIR6878,-0.156636275,0.028620052
MIR6883,-0.207555914,0.079923048
MIR6884,-0.172636757,0.021596744
MIR6890,0.025995199,0.632528302
MIR7109,-0.068980225,0.140955235
MIR7110,0.008687719,0.762201258
MIR7112,0.029957869,0.70700111
MIR7113,0.041599006,0.818985572
MIR7114,0.106283216,0.449783204
MIR7703,-0.26622525,0.184170181
MIR8071-1,-0.355809637,0.073766926
MIR8071-2,-0.355809637,0.073766926
MIR8085,0.21576814,0.091135035
MIR939,-0.087724053,0.089651498
MIR943,-0.074187426,0.138788013
MIS12,-0.056522708,0.843402146
MIS18A,0.056360493,0.459415464
MIS18BP1,0.212806098,0.167559009
MISP,0.06072099,0.611738069
MITF,0.365380796,0.015168331
MKI67,-0.032757025,0.456318905
MKKS,0.067538229,0.834031077
MKL1,-0.021337412,0.836029597
MKL2,-0.118914414,0.173733629
MKLN1,0.19211333,0.175830559
MKNK1,-0.082864174,0.392684425
MKNK2,0.043973185,0.752072512
MKRN1,-0.130285611,0.30173067
MKRN2,0.014199269,0.768713282
MKRN3,-0.198014985,0.029682575
MKRN4P,-0.05754701,0.68809323
MKRN7P,0.038728694,0.822992971
MKS1,0.043228923,0.717986681
MLANA,-0.000447432,0.955386607
MLC1,-0.108733475,0.414803552
MLEC,-0.292146154,0.127954125
MLF1,-0.059002327,0.759692934
MLF2,0.052472412,0.91672364
MLH1,0.045864125,0.45854532
MLH3,0.312517089,0.377554569
MLLT1,-0.024518165,0.927417684
MLLT10,0.062916192,0.465479837
MLLT10P1,-0.042571746,0.664676286
MLLT11,-0.042131601,0.736933777
MLLT3,0.099680227,0.553382168
MLLT4,0.010998031,0.610284129
MLLT4-AS1,0.026575801,0.957161672
MLN,0.022730696,0.832353681
MLNR,-0.00498454,0.774494266
MLPH,0.017043407,0.907800222
MLST8,-0.04725333,0.781838698
MLX,-0.07281266,0.16836552
MLXIP,-0.192068421,0.073115797
MLXIPL,0.025508232,0.818718461
MLYCD,-0.158435986,0.038584536
MMACHC,-0.077015376,0.430591935
MMADHC,-0.040007998,0.994486127
MMD,0.430125775,0.182856086
MME,0.003812553,0.584226415
MMP1,0.15405971,0.177535331
MMP10,0.012853039,0.639008509
MMP11,-0.022064571,0.669837218
MMP12,0.045130071,0.833976323
MMP13,-0.009340043,0.618226415
MMP14,0.066699229,0.806514243
MMP15,-0.018694458,0.958247133
MMP16,0.000566087,0.762746578
MMP17,0.04352165,0.749014428
MMP19,-0.038914305,0.532432112
MMP2,0.023287046,0.64218572
MMP20,-0.036575123,0.708570477
MMP23A,-0.171570669,0.181194969
MMP23B,-0.171570669,0.181194969
MMP24,-0.044988038,0.822759156
MMP24-AS1,0.104687075,0.382278949
MMP25,-0.006159293,0.926324824
MMP26,0.063407326,0.733439882
MMP27,0.094915284,0.376139105
MMP28,0.127223468,0.081902331
MMP3,-0.043374498,0.745103959
MMP7,-0.017913913,0.894666667
MMP8,-0.123665068,0.031583426
MMP9,-0.003437465,0.91536367
MMRN1,-0.059990837,0.861782464
MMRN2,0.004708558,0.614442471
MMS19,-0.26736993,0.00190603
MN1,0.023865789,0.054232334
MNAT1,-0.002447222,0.734194599
MNDA,0.323727814,0.022893822
MNS1,-0.012861171,0.571029967
MNT,-0.179328302,0.066527562
MNX1,0.040857056,0.543720311
MOAP1,-0.088623115,0.725590085
MOB1A,0.215185068,0.018176841
MOB3B,-0.06097252,0.368161302
MOB4,0.06349409,0.43972771
MOBP,0.096784754,0.247075842
MOCOS,0.032185511,0.882688864
MOCS1,-0.036051633,0.740056974
MOCS2,0.136755035,0.215533851
MOCS3,-0.122504468,0.092019238
MOG,-0.000911081,0.947465779
MOGAT2,0.00693961,0.445038106
MOGS,-0.16716113,0.014623011
MOK,-0.043258325,0.753694414
MON1B,-0.277083384,0.00263337
MON2,-0.059359618,0.626038476
MORC1,-0.056219575,0.600919719
MORC2,-0.088571158,0.089050684
MORC3,0.134546418,0.531016648
MORC4,-0.192073712,0.153799482
MORF4L1,0.096158398,0.323880873
MORF4L2,0.0350823,0.882233074
MORN1,0.001232799,0.627929708
MOS,0.059630076,0.658519423
MOSPD1,0.207257148,0.144352941
MOSPD2,0.137400399,0.656466149
MOSPD3,0.06837591,0.309228265
MOXD1,0.031163537,0.777096559
MPC1,0.05255097,0.13572845
MPC2,0.114928566,0.432694044
MPDU1,0.332847963,0.116098409
MPDZ,-0.049737607,0.836536441
MPG,0.353801868,0.028745098
MPHOSPH10,0.18781867,0.181037366
MPHOSPH6,-0.026115518,0.983490196
MPHOSPH8,-0.003070118,0.969849057
MPHOSPH9,0.015333965,0.756913799
MPI,-0.099100975,0.262298187
MPL,0.165460453,0.093384388
MPO,-0.17753233,0.093146134
MPP1,0.025787446,0.932958935
MPP2,0.036923408,0.948874584
MPP3,0.166102409,0.215706252
MPP5,0.0985488,0.308059933
MPP6,0.10207543,0.278311506
MPPE1,-0.154100145,0.055321495
MPPED1,0.056223843,0.78627673
MPPED2,0.070356257,0.216947096
MPRIP,-0.214527453,0.003100259
MPST,0.156360283,0.225880873
MPV17,-0.26699684,0.056417314
MPZ,0.060021718,0.958477987
MPZL1,0.006637323,0.792372179
MPZL2,0.054994084,0.218493526
MR1,-0.175171606,0.026176841
MRAS,0.000626223,0.630053274
MRC1,-0.150994198,0.109467259
MRC2,-0.035742861,0.696537181
MRE11A,0.081374627,0.403349612
MREG,-0.119861899,0.708216056
MRFAP1L1,-0.206006269,0.076048095
MRGBP,-0.059924165,0.311528672
MRM1,0.096336777,0.381011469
MROH7,0.033568992,0.636395117
MROH7-TTC4,-0.175733203,0.011590825
MROH9,0.088074109,0.029291898
MRPL11,0.034382269,0.793898631
MRPL12,0.049348411,0.761508694
MRPL13,-0.025079826,0.965510174
MRPL15,-0.099907434,0.494983352
MRPL16,-0.042332549,0.789489456
MRPL17,-0.081058642,0.525573807
MRPL18,-0.081141976,0.564115427
MRPL19,0.057539559,0.2199963
MRPL2,-0.048414609,0.648714021
MRPL20,-0.011009855,0.939641139
MRPL22,-0.014047514,0.960766556
MRPL23,0.1075983,0.551431003
MRPL24,-0.045400556,0.71390751
MRPL28,0.055309874,0.91891158
MRPL3,-0.092651149,0.457506474
MRPL33,0.049949003,0.254831669
MRPL34,0.117315012,0.558958195
MRPL35,-0.025236268,0.686175361
MRPL39,-0.027796073,0.585405845
MRPL4,0.002418692,0.827354051
MRPL40,0.000997852,0.749293378
MRPL41,0.040087392,0.279322235
MRPL42,0.037693352,0.515795782
MRPL44,0.077030362,0.671741028
MRPL46,-0.171928489,0.223960044
MRPL48,-0.000322755,0.882130226
MRPL49,0.0206543,0.846520163
MRPL52,0.008614648,0.335851276
MRPL57,0.109260605,0.279897151
MRPL9,-0.042039391,0.489103219
MRPS10,0.056877694,0.399433222
MRPS11,-0.015123993,0.948423233
MRPS11P1,-0.021758029,0.792490566
MRPS12,-0.00765832,0.900685165
MRPS14,-0.022704961,0.528692564
MRPS15,0.041016605,0.567402886
MRPS16,0.092120028,0.527665557
MRPS17,-0.119415193,0.443686275
MRPS18A,0.071006062,0.582524602
MRPS18B,-0.073222552,0.483061043
MRPS18C,0.059810173,0.316588235
MRPS2,-0.025081971,0.52381798
MRPS22,-0.041381039,0.990389197
MRPS27,0.000156008,0.454330744
MRPS28,-0.036598461,0.867785424
MRPS30,0.06409114,0.486560858
MRPS31,0.092469873,0.515570107
MRPS31P5,-0.079636949,0.192993711
MRPS33,0.05478426,0.736036996
MRPS34,0.046243408,0.756887902
MRPS35,0.085778854,0.196774695
MRPS7,-0.270678546,0.08636552
MRS2,0.057081266,0.868804292
MRTO4,-0.262019353,0.162442471
MS4A1,-0.162717529,0.962367
MS4A12,-0.065414346,0.299629301
MS4A2,0.017101024,0.77054606
MS4A3,-0.052014164,0.862970033
MS4A4A,-0.180460159,0.755701073
MS4A5,0.054060979,0.767879393
MS4A6A,0.039679458,0.540062893
MSANTD2,0.080936611,0.967211987
MSANTD3-TMEFF1,0.084928384,0.25291158
MSC,0.021070693,0.747136515
MSH2,0.271218721,0.269748428
MSH3,0.161168856,0.13072512
MSH4,-0.076251076,0.505992601
MSH5,0.019191235,0.849246023
MSH5-SAPCD1,-0.043456822,0.472376619
MSH6,0.053852587,0.797317795
MSI1,0.031312311,0.833135035
MSL1,-0.103706016,0.584776915
MSL2,-0.200474714,0.075082501
MSL3,-0.02524491,0.767527932
MSLN,0.010338682,0.923699593
MSMB,-0.027273275,0.89454162
MSMO1,0.033572715,0.933738069
MSN,-0.16419106,0.041900851
MSR1,0.031187556,0.408558639
MSRA,-0.004200295,0.538199778
MSRB1,0.116824322,0.482212357
MSRB2,-0.049490492,0.834406955
MST1,-0.169963885,0.093595265
MST1L,-0.051893546,0.299199408
MST1P2,-0.1496944,0.179599704
MST1R,-0.052507872,0.772478727
MST4,0.31737478,0.05772327
MSTN,-0.038209311,0.63700259
MSTO1,-0.253631277,0.006593415
MSTO2P,-0.253631277,0.006593415
MSX1,-0.019824113,0.827845357
MSX2,-0.040183713,0.997299297
MT1E,0.077496122,0.542870144
MT1F,0.03130391,0.494525342
MT1G,0.013766851,0.982937477
MT1H,0.051883214,0.550391417
MT1HL1,0.056885291,0.498149464
MT1M,-0.086826126,0.289189049
MT1X,0.071240145,0.494757677
MT2A,0.007019171,0.660216056
MT3,0.133299513,0.165163892
MT4,0.061930345,0.843946726
MTA1,-0.019357328,0.739230485
MTA2,0.012794395,0.941106918
MTAP,-0.028965265,0.48608657
MTCH1,-0.133420019,0.066838328
MTCH2,-0.127770868,0.324085091
MTCL1,0.104708147,0.243833518
MTCP1,-0.055768872,0.587433222
MTDH,0.076760201,0.440254532
MTERF1,0.021334767,0.980782834
MTERF3,0.114622635,0.368534221
MTERF4,-0.016294311,0.632779134
MTF1,0.053688042,0.772554939
MTF2,0.05618245,0.614742138
MTFR1,0.185517282,0.093485017
MTG1,-0.071261497,0.292355161
MTHFD1,-0.063715647,0.683513134
MTHFD2,0.021194606,0.285825379
MTHFD2L,0.071659768,0.601251202
MTHFR,0.002248966,0.53345616
MTHFS,-0.020597791,0.845535331
MTHFSD,-0.281717,0.00127488
MTIF2,0.139449802,0.31000296
MTL5,-0.012278934,0.771535331
MTM1,0.170235721,0.09845209
MTMR1,-0.101704843,0.058229375
MTMR10,0.111729049,0.140601554
MTMR11,-0.032494933,0.687288938
MTMR12,-0.100040836,0.053971883
MTMR14,-0.073756954,0.437561968
MTMR2,0.056324577,0.878493526
MTMR3,-0.122114066,0.278602294
MTMR4,-0.273584335,0.040372919
MTMR6,0.220984853,0.165667777
MTMR7,0.008367637,0.755347392
MTMR8,0.119081268,0.094297447
MTMR9,-0.115862957,0.207823159
MTNR1A,-0.032962479,0.435320755
MTNR1B,-0.108833819,0.231191269
MTO1,0.009676518,0.764550499
MTOR,-0.031192029,0.389112838
MTPAP,0.306583479,0.005060303
MTR,-0.092619446,0.300326304
MTRF1,-0.142447618,0.126620792
MTRF1L,0.071828601,0.147007029
MTRR,-0.042277047,0.588083611
MTSS1,0.007330817,0.430734739
MTSS1L,0.018841188,0.918284129
MTTP,0.035177557,0.601357011
MTUS1,-0.04771544,0.365467259
MTUS2,-0.015793508,0.867195708
MTX1,0.136211245,0.297020348
MTX2,0.042407932,0.537502035
MUC1,-0.062515247,0.357080281
MUC13,0.128543988,0.114062153
MUC16,-0.03756996,0.641135035
MUC2,-0.027151791,0.668441731
MUC3A,0.003334548,0.931280059
MUC3B,0.01412686,0.730879023
MUC4,0.006364142,0.741257122
MUC5AC,0.005132787,0.854676286
MUC5B,0.075850682,0.29881983
MUC6,0.022834293,0.560626711
MUC7,-0.025521071,0.5390936
MUC8,-0.001725839,0.573863855
MUL1,-0.188021303,0.086234554
MUM1,-0.053173173,0.41572475
MUS81,-0.221622845,0.018923418
MUSK,-0.058203164,0.263641139
MUT,0.009692471,0.961951905
MUTYH,0.049247826,0.580919719
MVB12B,-0.133218831,0.251570847
MVD,0.000402245,0.865400666
MVK,0.106037115,0.104223455
MVP,-0.04802621,0.963862375
MX1,-0.50402854,0.311836478
MX2,-0.137944062,0.926187939
MXD1,-0.018616583,0.735221606
MXD3,0.028810921,0.698677026
MXD4,0.138532775,0.246612653
MXI1,0.174988233,0.024805771
MXRA5,0.097469153,0.28281391
MXRA7,0.087033133,0.558384758
MXRA8,-0.054773337,0.964970033
MYB,0.081052788,0.492145764
MYBBP1A,-0.020685416,0.615054384
MYBL1,-0.147493012,0.296560858
MYBL2,0.081974985,0.406688864
MYBPC1,-0.018479857,0.959225305
MYBPC2,-0.000212239,0.598083611
MYBPC3,-0.202510008,0.136165002
MYBPH,-0.058665062,0.331948946
MYC,-0.094757028,0.061599704
MYCBP,0.011572445,0.64308731
MYCBP2,-0.054227965,0.462952275
MYCL,-0.012654098,0.414431373
MYCLP1,0.156943309,0.056955975
MYCN,0.042818672,0.252845727
MYCNOS,-0.067808581,0.513354051
MYCT1,0.017492204,0.645613762
MYD88,-0.115691263,0.421929708
MYEF2,-0.044287039,0.742299667
MYF5,0.032081673,0.934416574
MYF6,-0.015050061,0.953698113
MYH1,-0.026838537,0.88781502
MYH10,0.09233469,0.14317795
MYH11,0.029584248,0.452924898
MYH13,-0.019001212,0.21336515
MYH14,-0.020969875,0.523785424
MYH15,0.009115671,0.900941916
MYH2,-0.023921723,0.5829064
MYH3,0.083006991,0.328680725
MYH4,-0.085443489,0.298876804
MYH6,-0.033198789,0.889734739
MYH7,0.05222702,0.53872364
MYH7B,-0.068665043,0.473704772
MYH8,0.042692082,0.575053644
MYH9,-0.234228736,0.026250092
MYL1,-0.023333457,0.635413245
MYL10,-0.008965959,0.960954495
MYL12A,0.034556503,0.664136885
MYL12B,-0.009213962,0.947602294
MYL2,0.074956014,0.316139105
MYL3,0.007764575,0.860861265
MYL4,0.061250542,0.564518683
MYL5,0.146490206,0.279699593
MYL6,-0.000976364,0.985054384
MYL6B,0.174687435,0.234250092
MYL7,0.106251351,0.355902331
MYL9,0.470985114,0.234084351
MYLIP,-0.080322665,0.279534591
MYLK,0.253472744,0.581611543
MYLK3,-0.061168397,0.619421384
MYLPF,0.017145159,0.471914169
MYNN,0.081191721,0.702972253
MYO10,0.023805797,0.278597854
MYO15A,0.015234597,0.440645209
MYO15B,-0.181277652,0.200057714
MYO16,0.078373611,0.208623751
MYO18A,-0.264550504,0.022685165
MYO19,-0.163696163,0.063829079
MYO1A,-0.008706667,0.815174251
MYO1B,0.067353716,0.139159452
MYO1C,0.040493821,0.712033296
MYO1D,-0.06814855,0.964688864
MYO1E,-0.053114343,0.530219756
MYO1F,-0.099353696,0.153283019
MYO3A,0.07274861,0.4500037
MYO5A,0.065986464,0.4879963
MYO5C,-0.030859955,0.535077321
MYO6,0.00615239,0.596859785
MYO7A,-0.036829319,0.499994081
MYO7B,0.0221783,0.521388087
MYO9A,-0.109952688,0.14063707
MYO9B,-0.188380002,0.055831299
MYOC,0.044862743,0.676191639
MYOD1,0.04258618,0.790036996
MYOF,-0.394656686,0.027226045
MYOG,0.043800972,0.797675176
MYOM1,-0.004973825,0.872065113
MYOM2,0.199364214,0.301620422
MYOT,0.047293835,0.554371439
MYOZ1,0.043962189,0.63608731
MYOZ2,0.018230265,0.909672956
MYOZ3,-0.112798198,0.085573807
MYRF,-0.003281143,0.553204587
MYRIP,0.048435465,0.36491306
MYT1,0.048992469,0.304414354
MYT1L,0.07759921,0.33590973
MYZAP,0.009479015,0.401480577
MZB1,0.019970188,0.959041805
MZF1,-0.098929237,0.259155013
MZT2A,0.247592475,0.260986681
MZT2B,0.149875137,0.374387471
N4BP1,-0.1155435,0.360395856
N4BP2L1,-0.016130388,0.81718609
N4BP2L2,-0.41682744,0.113642989
N4BP2L2-IT2,-0.107477166,0.090597114
N4BP3,0.020935344,0.530759156
N6AMT1,-0.014991072,0.586244173
NAA10,-0.050291906,0.595047725
NAA11,0.012516189,0.737358491
NAA15,0.253700672,0.198874584
NAA16,0.018389831,0.9327266
NAA35,0.057201719,0.856164262
NAA40,-0.043378193,0.511667037
NAA50,0.137108033,0.441627821
NAA60,-0.061834132,0.343399926
NAAA,0.166284885,0.132403256
NAALAD2,-0.063385113,0.426037736
NAALADL1,0.12887369,0.320705142
NAB1,0.017130275,0.655881613
NAB2,-0.100202418,0.457779504
NABP1,-0.032214676,0.766488346
NABP2,0.031755967,0.988859046
NACA,-0.196812359,0.383059563
NACA2,0.052483521,0.89063411
NACAD,0.04669034,0.276295967
NACAP1,0.003818826,0.970321865
NACC2,-0.307743295,0.060174621
NADK,-0.069764878,0.40854384
NADSYN1,-0.224373173,0.028654828
NAE1,0.087270563,0.633855716
NAG18,-0.040570958,0.695674436
NAGA,-0.067138498,0.47963522
NAGK,0.002618644,0.784160562
NAGLU,-0.011658576,0.844529782
NAGPA,-0.181310758,0.086943396
NAIP,0.259390002,0.067332593
NAMPT,0.444012987,0.02290936
NANOG,0.012309082,0.846031077
NANS,-0.069113047,0.553655198
NAP1L1,0.186754145,0.187915649
NAP1L2,0.110992475,0.262620792
NAP1L3,0.109341385,0.577763966
NAP1L4,-0.144456124,0.404062893
NAPA,-0.044236325,0.606358861
NAPG,0.025101115,0.410045135
NARF,-0.175628942,0.041920829
NARFL,0.091601462,0.265192009
NARS,0.028170895,0.991527932
NARS2,0.003443073,0.857322974
NASP,-0.051826682,0.635221606
NAT1,0.041633059,0.585610063
NAT10,-0.334534702,0.008315945
NAT2,0.002296895,0.700776915
NAT6,-0.038288261,0.650510544
NAT8,0.142667115,0.212585276
NAT8B,0.155824146,0.259766926
NAT9,-0.124717295,0.212754717
NAV2,-0.076150658,0.419645579
NAV3,0.000679877,0.848173881
NBAS,-0.145227593,0.106148724
NBEA,-0.125624948,0.392472068
NBEAL1,-0.000725005,0.972355161
NBEAL2,-0.296768043,0.069956345
NBL1,0.130264323,0.14327488
NBN,0.413801973,0.114555679
NBPF1,-0.027277663,0.217861265
NBPF10,-0.043457121,0.129834406
NBPF11,-0.129957271,0.141971883
NBPF12,-0.126708813,0.090200518
NBPF14,-0.043457121,0.129834406
NBPF15,-0.123482377,0.138264336
NBPF19,-0.12025594,0.186328154
NBPF20,-0.18061929,0.090398569
NBPF25P,-0.288440243,0.090794673
NBPF26,0.012044006,0.156256998
NBPF8,-0.18061929,0.090398569
NBPF9,-0.066303492,0.091827599
NBR1,-0.104736859,0.098736219
NBR2,-0.005481832,0.93326822
NCALD,-0.215023418,0.109260081
NCAM1,-0.060513349,0.268748798
NCAM2,0.030513085,0.757433962
NCAN,-0.015132771,0.622739919
NCAPD2,-0.179840283,0.177342212
NCAPD3,0.020368662,0.91127266
NCAPG,0.072624233,0.589103959
NCAPG2,-0.062766146,0.73236034
NCAPH,-0.01898567,0.525103219
NCAPH2,0.034574723,0.907838698
NCBP1,-0.071581785,0.351161672
NCBP2,0.090514972,0.72217758
NCDN,-0.030242451,0.475617462
NCF1,0.034954268,0.621774695
NCF1B,0.024475709,0.693342952
NCF1C,0.024475709,0.693342952
NCF2,0.051427929,0.390076212
NCF4,-0.048382415,0.995318535
NCK1,0.185064437,0.290256012
NCK2,-0.03314682,0.352382538
NCKAP1,0.074424108,0.061292638
NCKAP1L,-0.206764392,0.115667777
NCKIPSD,-0.00206667,0.464658528
NCL,0.166336655,0.171804661
NCLN,-0.145860163,0.060299667
NCOA1,-0.03005148,0.727345172
NCOA2,-0.049832085,0.456615612
NCOA3,0.03036831,0.610845727
NCOA4,0.147173561,0.242627451
NCOA6,-0.121216033,0.077261561
NCOR1,-0.113864596,0.10481465
NCOR2,-0.06118117,0.3732771
NCR1,-0.111493291,0.288322605
NCR2,0.000534267,0.900989271
NCR3,0.016295471,0.776784314
NCRNA00185,0.145709271,0.140925638
NCS1,0.023006448,0.613228265
NCSTN,-0.036640295,0.35972475
NDC1,-0.011871765,0.837854236
NDC80,0.000372847,0.930934517
NDE1,-0.128916491,0.019629301
NDEL1,-0.039814404,0.951470218
NDFIP1,0.125844635,0.768981132
NDN,0.100218979,0.867848317
NDNF,-0.025822778,0.738405475
NDOR1,-0.081303211,0.736043655
NDP,-0.011245053,0.785030707
NDRG1,-0.094230828,0.249508694
NDRG2,-0.000444114,0.972489086
NDRG3,0.019429456,0.910352201
NDRG4,-0.016831983,0.891233444
NDST1,-0.070378732,0.459158713
NDST2,-0.311349157,0.016647059
NDST3,-0.028069581,0.609102479
NDST4,0.042554185,0.918969293
NDUFA1,0.083245347,0.47045801
NDUFA10,-0.049738539,0.94236404
NDUFA13,0.103220826,0.537766186
NDUFA2,0.055178119,0.623086201
NDUFA3,0.171300753,0.406832408
NDUFA4,0.039778226,0.56236626
NDUFA4L2,0.015226231,0.825164632
NDUFA5,0.071528924,0.340926378
NDUFA6,-0.050345309,0.849106918
NDUFA7,0.12041945,0.31381798
NDUFA8,0.045094181,0.738745838
NDUFA9,-0.153001719,0.322430633
NDUFAB1,0.058620212,0.540219756
NDUFAF1,-0.052111768,0.526838328
NDUFAF3,0.075320581,0.852992231
NDUFAF4,0.015383696,0.481506474
NDUFAF5,0.104272284,0.404890122
NDUFAF7,-0.098725749,0.308356641
NDUFB1,0.133160097,0.256901221
NDUFB11,0.162756863,0.261419164
NDUFB2,0.156920198,0.26945468
NDUFB2-AS1,0.029659058,0.693122457
NDUFB3,0.009144157,0.884277469
NDUFB4,0.034736967,0.222972993
NDUFB5,0.010665298,0.735477617
NDUFB6,0.062541233,0.380695523
NDUFB7,0.149047185,0.153167592
NDUFB8,-0.207151418,0.099825379
NDUFC1,0.030080204,0.477834998
NDUFC2,0.063456562,0.399647799
NDUFC2-KCTD14,0.003814582,0.618715501
NDUFS1,0.12070781,0.132774695
NDUFS2,-0.08484901,0.320187939
NDUFS3,-0.025274363,0.667890492
NDUFS4,0.025447632,0.55827229
NDUFS5,0.087387267,0.436161302
NDUFS6,-0.079122965,0.439120237
NDUFS7,0.22247281,0.217581946
NDUFS8,0.041599006,0.818985572
NDUFV1,-0.170791418,0.09464077
NDUFV2,-0.087963137,0.444772475
NEAT1,-0.135462771,0.066533481
NEB,-0.020949152,0.978986312
NEBL,0.035854889,0.484850166
NECAB2,0.12897181,0.817129116
NECAB3,0.037974144,0.987601184
NECAP1,-0.105614912,0.510007399
NECAP2,-0.169498914,0.033256382
NEDD4,0.066675918,0.292043655
NEDD4L,0.035539291,0.630967074
NEDD8,-0.004401182,0.879831299
NEDD9,-0.200698588,0.084557899
NEFH,0.087011218,0.292407695
NEFL,-0.076731585,0.615807621
NEFM,-0.014702769,0.802073252
NEIL1,-0.173180304,0.093459119
NEIL3,0.059458493,0.801560488
NEK1,0.020886108,0.592200518
NEK11,-0.149378867,0.251516093
NEK2,0.112131582,0.225903071
NEK3,-0.037655564,0.844352941
NEK4,0.095943436,0.483432482
NEK7,0.225647914,0.238933037
NEK9,-0.014444285,0.311805401
NELFA,-0.074187426,0.138788013
