Code,foldchange,samp.nuts
MIR6789,0.00237243,0.979663337
MIR6805,0.078980614,0.144406215
MIR6824,-0.080120065,0.357433962
MIR6831,-0.163114485,0.276676286
MIR6834,0.037984233,0.647018868
MIR6840,-0.270546348,0.128924898
MIR6849,-0.120928763,0.258845727
MIR6866,-0.135843585,0.02118609
MIR6872,0.055141194,0.438349242
MIR6875,0.030558039,0.659034406
MIR6878,0.056353173,0.388288568
MIR6883,0.216587424,0.234651868
MIR6884,-0.056696444,0.460870884
MIR6890,0.013005558,0.862105068
MIR7109,-0.107620414,0.09754125
MIR7110,0.108159168,0.223698113
MIR7112,0.070929713,0.404563078
MIR7113,-0.00858256,0.940058454
MIR7114,-0.17986816,0.095616722
MIR7703,0.018764889,0.841165372
MIR8071-1,0.065297426,0.865498335
MIR8071-2,0.065297426,0.865498335
MIR8085,0.253152535,0.037968923
MIR939,-0.120928763,0.258845727
MIR943,-0.109390116,0.108796892
MIS12,0.103753093,0.465201628
MIS18A,0.098113795,0.417251942
MIS18BP1,-0.010617932,0.951079541
MISP,-0.053745549,0.354853866
MITF,-0.050554816,0.632206437
MKI67,0.174984399,0.080523862
MKKS,0.051430636,0.518277469
MKL1,-0.039833868,0.371806141
MKL2,-0.269399749,0.107032926
MKLN1,0.223127577,0.135902331
MKNK1,-0.044828797,0.287504255
MKNK2,-0.224316568,0.03227229
MKRN1,-0.031698659,0.623843137
MKRN2,0.050404842,0.421846837
MKRN3,0.025973767,0.613959304
MKRN4P,-0.072441842,0.567032926
MKRN7P,0.098987485,0.053855716
MKS1,0.012273315,0.881071402
MLANA,0.025858206,0.664897521
MLC1,-0.053361799,0.67972697
MLEC,-0.203163668,0.093135035
MLF1,0.083891801,0.133803182
MLF2,-0.04975547,0.62481909
MLH1,0.089237324,0.20954569
MLH3,0.120221211,0.618583056
MLLT1,-0.043588057,0.549131336
MLLT10,0.00711722,0.889389567
MLLT10P1,0.145970573,0.007331853
MLLT11,0.050898301,0.393066223
MLLT3,0.107217771,0.151122457
MLLT4,0.03780529,0.312828709
MLLT4-AS1,0.101275799,0.023041065
MLN,0.118530706,0.306265631
MLNR,-0.021800387,0.674918239
MLPH,0.142800304,0.221564188
MLST8,0.114107415,0.209991861
MLX,0.076662276,0.256961154
MLXIP,-0.279667832,0.008508324
MLXIPL,0.072211882,0.429748428
MLYCD,-0.101206049,0.311061783
MMACHC,0.145251843,0.180625971
MMADHC,0.082182923,0.501840917
MMD,0.081637192,0.596732519
MME,0.081636624,0.179473918
MMP1,0.081091702,0.312322605
MMP10,-0.117777609,0.155436922
MMP11,0.038023717,0.638078431
MMP12,0.03327118,0.508944876
MMP13,-0.048545426,0.371380688
MMP14,0.01875358,0.720824269
MMP15,-0.128810367,0.063752127
MMP16,-0.037843343,0.417420644
MMP17,0.04792124,0.444666667
MMP19,0.030834909,0.484794673
MMP2,0.133400658,0.157499075
MMP20,0.018242686,0.742238994
MMP23A,-0.102060609,0.394353681
MMP23B,-0.102060609,0.394353681
MMP24,0.044786302,0.365917129
MMP24-AS1,-0.037645738,0.581748428
MMP25,0.080908954,0.36109434
MMP26,0.055643236,0.460375879
MMP27,-0.007315593,0.922897521
MMP28,-0.048688532,0.429368849
MMP3,0.072623417,0.272335923
MMP7,-0.042124878,0.596985572
MMP8,-0.035176961,0.684462449
MMP9,0.119319475,0.143162412
MMRN1,0.019059698,0.850800592
MMRN2,-0.008967843,0.888134665
MMS19,-0.041282134,0.740571957
MN1,-0.219432118,0.364767296
MNAT1,0.101095754,0.469297077
MNDA,0.07554537,0.614280429
MNS1,0.067914073,0.171534591
MNT,-0.220634366,0.110303367
MNX1,-0.103964173,0.197719571
MOAP1,0.04061534,0.645809841
MOB1A,0.086423879,0.556537921
MOB3B,0.08567776,0.368884203
MOB4,0.180513745,0.065767666
MOBP,-0.012335451,0.77499593
MOCOS,0.089951843,0.234853866
MOCS1,0.10448307,0.170750277
MOCS2,-0.044954818,0.608857566
MOCS3,0.024579565,0.823610803
MOG,0.078770275,0.045214206
MOGAT2,0.072444334,0.346221976
MOGS,-0.053431561,0.460930078
MOK,0.021181338,0.813371069
MON1B,-0.033131283,0.696923418
MON2,0.017408828,0.809214206
MORC1,-0.048489816,0.454786533
MORC2,-0.016145595,0.889678875
MORC3,0.071334912,0.493037366
MORC4,0.118395316,0.310444691
MORF4L1,0.054932825,0.588683685
MORF4L2,0.192923742,0.008772475
MORN1,0.017377315,0.807440622
MOS,0.104838376,0.044733259
MOSPD1,0.314596461,0.007262301
MOSPD2,0.072088924,0.651532371
MOSPD3,-0.016117017,0.770749538
MOXD1,0.082594329,0.297288198
MPC1,0.058859039,0.518408435
MPC2,0.081627384,0.55981724
MPDU1,0.122889025,0.637895671
MPDZ,0.061472489,0.19572327
MPG,0.03505695,0.701248983
MPHOSPH10,0.06746516,0.574418054
MPHOSPH6,0.116347722,0.34418572
MPHOSPH8,-0.155678961,0.326588235
MPHOSPH9,0.084246166,0.320375879
MPI,0.125786716,0.049934147
MPL,0.020779759,0.807104698
MPO,-0.022227404,0.787098039
MPP1,-0.078079084,0.523985942
MPP2,-0.037387697,0.638739919
MPP3,-0.036022167,0.514252312
MPP5,0.092930829,0.350558639
MPP6,0.073423325,0.403352571
MPPE1,-0.052775734,0.582321125
MPPED1,0.057898985,0.212005179
MPPED2,-0.006027702,0.917055124
MPRIP,-0.100390281,0.217339253
MPST,0.037958003,0.717761006
MPV17,-0.052110507,0.599620422
MPZ,-0.123174113,0.072478727
MPZL1,-0.023912022,0.652230855
MPZL2,0.052327654,0.383240104
MR1,-0.047940447,0.311446541
MRAS,0.053381771,0.418788753
MRC1,0.079878822,0.48236404
MRC2,0.042859196,0.448501665
MRE11A,0.030663419,0.744863485
MREG,-0.173746477,0.194799112
MRFAP1L1,0.045295622,0.76663559
MRGBP,-0.106015772,0.295701073
MRM1,0.047201935,0.634428413
MROH7,0.102643947,0.125864595
MROH7-TTC4,-0.023130637,0.842262671
MROH9,0.121225084,0.07445727
MRPL11,0.034200799,0.710385498
MRPL12,-0.013765293,0.932802072
MRPL13,0.196312785,0.131902331
MRPL15,0.08571489,0.632316685
MRPL16,-0.037168372,0.73482057
MRPL17,-0.155154367,0.20136367
MRPL18,-0.007712662,0.937465779
MRPL19,-0.031617319,0.826103589
MRPL2,0.075428186,0.407674436
MRPL20,0.019714729,0.732449871
MRPL22,0.116077702,0.3576404
MRPL23,0.047896511,0.654432112
MRPL24,0.023535917,0.761291898
MRPL28,-0.059408643,0.596630411
MRPL3,0.148395756,0.141103219
MRPL33,0.098566275,0.332016278
MRPL34,-0.096851203,0.203505734
MRPL35,0.079079288,0.515050684
MRPL39,0.130622508,0.306041435
MRPL4,0.011390563,0.906369219
MRPL40,0.063832548,0.524615612
MRPL41,0.040096712,0.48254236
MRPL42,0.424859562,0.011982982
MRPL44,-0.019207025,0.862400296
MRPL46,-0.02351369,0.834828709
MRPL48,0.137249243,0.196611913
MRPL49,-0.129951095,0.134040696
MRPL52,0.173640499,0.20809471
MRPL57,0.074861094,0.410246393
MRPL9,-0.086510979,0.272011099
MRPS10,0.063296687,0.318222716
MRPS11,-0.022901001,0.723633
MRPS11P1,-0.034008259,0.578786533
MRPS12,-0.094156952,0.180688864
MRPS14,0.02933177,0.754860525
MRPS15,0.01156054,0.883354051
MRPS16,0.041180939,0.709757307
MRPS17,0.092024542,0.517391787
MRPS18A,0.03741211,0.727871254
MRPS18B,-0.064598995,0.52954643
MRPS18C,0.019317766,0.736807251
MRPS2,0.005731251,0.95000222
MRPS22,0.176225376,0.069652978
MRPS27,-0.004915647,0.961018868
MRPS28,0.129486024,0.332552719
MRPS30,-0.015447793,0.84290566
MRPS31,0.241771202,0.055124676
MRPS31P5,-0.187258764,0.113143914
MRPS33,0.245385681,0.068028117
MRPS34,-0.07981637,0.372739919
MRPS35,0.231011382,0.002163522
MRPS7,-0.098320404,0.364106548
MRS2,0.097854841,0.26763744
MRTO4,0.03658271,0.715214206
MS4A1,0.053624678,0.816157603
MS4A12,-0.024592756,0.685379948
MS4A2,0.003499351,0.955331853
MS4A3,0.226706512,0.142333703
MS4A4A,0.202712365,0.257980022
MS4A5,0.051980046,0.402015538
MS4A6A,0.05491534,0.663129116
MSANTD2,-0.24840081,0.09681465
MSANTD3-TMEFF1,0.123271638,0.014762856
MSC,-0.070480623,0.422345542
MSH2,0.093442028,0.383587865
MSH3,0.11592379,0.051845357
MSH4,0.069556187,0.097243803
MSH5,-0.049351961,0.651120977
MSH5-SAPCD1,-0.072728949,0.503019978
MSH6,0.154596348,0.044517203
MSI1,0.050830056,0.358046615
MSL1,-0.088533251,0.372667407
MSL2,-0.1484858,0.279575287
MSL3,-0.078131082,0.251606363
MSLN,0.071520573,0.367029967
MSMB,0.024754958,0.562083611
MSMO1,0.052093868,0.700534961
MSN,-0.171484177,0.038512764
MSR1,0.019301463,0.643157233
MSRA,0.107935256,0.240128006
MSRB1,-0.126614716,0.407253422
MSRB2,-0.060660296,0.350375879
MST1,-0.05200509,0.66408916
MST1L,-0.024957014,0.539008139
MST1P2,-0.073643162,0.623591565
MST1R,0.014121877,0.854110248
MST4,0.14620831,0.120871624
MSTN,0.031054319,0.539405105
MSTO1,-0.086069558,0.323046245
MSTO2P,-0.086069558,0.323046245
MSX1,0.044305007,0.375294118
MSX2,-0.051774223,0.182740659
MT1E,0.150677135,0.159396226
MT1F,0.052672718,0.463124676
MT1G,0.033696012,0.492293748
MT1H,0.083874215,0.242921939
MT1HL1,0.072741068,0.240264891
MT1M,0.144620446,0.013812801
MT1X,0.072140593,0.274850166
MT2A,0.089002175,0.232129486
MT3,0.104309139,0.06817906
MT4,0.027899695,0.73399556
MTA1,-0.042054018,0.580514243
MTA2,-0.028040225,0.807065483
MTAP,0.082087559,0.079155753
MTCH1,-0.179851208,0.080813171
MTCH2,-0.105688155,0.464882723
MTCL1,-0.025051077,0.725958565
MTCP1,0.000500194,0.990159083
MTDH,0.043092872,0.584034036
MTERF1,0.121445493,0.283100999
MTERF3,0.075341433,0.347539031
MTERF4,-0.181112822,0.235390307
MTF1,-0.051755196,0.575237884
MTF2,0.050213935,0.617701073
MTFR1,0.092161175,0.304830189
MTG1,-0.005720933,0.932079911
MTHFD1,0.04174314,0.628599334
MTHFD2,0.383581507,0.023312616
MTHFD2L,0.051824805,0.614358121
MTHFR,0.006703505,0.891157973
MTHFS,0.038076826,0.68745542
MTHFSD,-0.144450157,0.033874214
MTIF2,0.094141961,0.547467259
MTL5,-0.011317809,0.909192009
MTM1,0.166602115,0.040861265
MTMR1,-0.039227804,0.499880133
MTMR10,0.039793861,0.568653348
MTMR11,0.027221677,0.878321865
MTMR12,0.219951459,0.021133555
MTMR14,-0.093936588,0.05918017
MTMR2,0.037246265,0.60545394
MTMR3,-0.069106228,0.247012209
MTMR4,-0.193165589,0.065321495
MTMR6,0.18980634,0.023852756
MTMR7,0.061515296,0.148679985
MTMR8,0.058359959,0.200915279
MTMR9,-0.176419916,0.112830929
MTNR1A,0.105284944,0.066745098
MTNR1B,-0.04610224,0.4330899
MTO1,0.131963885,0.206280429
MTOR,-0.082107124,0.141618202
MTPAP,0.046723645,0.639642619
MTR,-0.114743955,0.318887162
MTRF1,0.017551908,0.924554199
MTRF1L,0.005685209,0.94236108
MTRR,0.118182496,0.092106548
MTSS1,-0.002736261,0.957146134
MTSS1L,-0.035610046,0.739786164
MTTP,-0.000240649,0.996110988
MTUS1,0.030518254,0.777153533
MTUS2,-0.010485783,0.842645209
MTX1,0.04234459,0.69663411
MTX2,0.125978363,0.314960414
MUC1,0.031115739,0.40090862
MUC13,0.010271715,0.862506104
MUC16,0.031054036,0.735174251
MUC2,-0.002294863,0.975521273
MUC3A,-0.012592644,0.838349982
MUC3B,-0.010430333,0.868440991
MUC4,0.028512793,0.44000296
MUC5AC,-0.045812051,0.386941176
MUC5B,0.022835375,0.675324454
MUC6,0.077418054,0.344151683
MUC7,-0.005340639,0.862530522
MUC8,0.087801634,0.199009249
MUL1,-0.06330623,0.56726896
MUM1,-0.260562572,0.124205697
MUS81,-0.150800194,0.096706622
MUSK,0.035972434,0.327993341
MUT,0.131049539,0.158868664
MUTYH,-0.036476482,0.563678135
MVB12B,-0.218435652,0.015325934
MVD,0.026664962,0.798835368
MVK,0.03108329,0.569561228
MVP,-0.129781554,0.186765076
MX1,0.131420805,0.175667037
MX2,0.019845486,0.790289308
MXD1,0.177237312,0.416282649
MXD3,0.008411863,0.88990899
MXD4,-0.121633211,0.069778764
MXI1,0.172088381,0.059735109
MXRA5,0.077471728,0.222784314
MXRA7,-0.119179529,0.498531262
MXRA8,0.130726254,0.116173141
MYB,0.055445789,0.358772475
MYBBP1A,-0.041625056,0.612833148
MYBL1,-0.2908332,0.097266741
MYBL2,0.264890072,0.056199038
MYBPC1,0.152610993,0.000646689
MYBPC2,0.026709164,0.713740289
MYBPC3,0.085070827,0.113493156
MYBPH,0.101015922,0.069960044
MYC,-0.351061092,0.10390455
MYCBP,0.090899289,0.222604144
MYCBP2,-0.18154577,0.246223455
MYCL,-0.210523662,0.031587125
MYCLP1,0.000853944,0.988949316
MYCN,-0.034573731,0.44099815
MYCNOS,0.014259564,0.733293378
MYCT1,0.05111274,0.51227673
MYD88,-0.085807006,0.143401406
MYEF2,-0.018654249,0.711218646
MYF5,-0.149106511,0.102707362
MYF6,0.198085701,0.025769885
MYH1,0.117180064,0.08409323
MYH10,0.109133614,0.153965224
MYH11,0.041975282,0.235341472
MYH13,0.091416445,0.275169071
MYH14,-0.0614102,0.36300333
MYH15,-0.020462513,0.793102479
MYH2,-0.036161458,0.422520163
MYH3,-0.036189996,0.784864225
MYH4,0.033219261,0.623673696
MYH6,-0.059796409,0.551704033
MYH7,-0.072363211,0.375593045
MYH7B,0.043521971,0.52045801
MYH8,0.070671396,0.164111728
MYH9,-0.22533807,0.015886792
MYL1,0.030576304,0.651804661
MYL10,0.00731244,0.915897151
MYL12A,0.073560157,0.283841657
MYL12B,0.075561743,0.255892342
MYL2,0.104129965,0.077203848
MYL3,0.010982931,0.872250092
MYL4,-0.042634638,0.69736515
MYL5,0.032295882,0.750570477
MYL6,0.004037928,0.936382538
MYL6B,0.26223467,0.111940807
MYL7,-0.087412631,0.351600444
MYL9,-0.36812986,0.167879393
MYLIP,-0.332882859,0.020979652
MYLK,-0.086683895,0.627732149
MYLK3,0.20502466,0.008399556
MYLPF,-0.002569506,0.97281613
MYNN,0.118669026,0.254555679
MYO10,0.035570441,0.529937107
MYO15A,0.099740833,0.175217166
MYO15B,-0.279381472,0.11826933
MYO16,-0.030829108,0.614953015
MYO18A,-0.130395009,0.365238624
MYO19,0.052080834,0.574512024
MYO1A,-0.06791023,0.53263263
MYO1B,0.023871229,0.519869774
MYO1C,-0.001299286,0.980025897
MYO1D,-0.041555726,0.717232704
MYO1E,-0.028590518,0.837803922
MYO1F,-0.109751189,0.04735997
MYO3A,-0.089799286,0.17118165
MYO5A,0.026053134,0.577660377
MYO5C,-0.003627909,0.972808731
MYO6,-0.022161796,0.771342952
MYO7A,0.060276148,0.344247133
MYO7B,0.05505314,0.238297447
MYO9A,-0.121645715,0.258048095
MYO9B,-0.264154303,0.005963004
MYOC,0.077207156,0.261914909
MYOD1,0.172713313,0.002206437
MYOF,-0.066552601,0.468904181
MYOG,-0.055539855,0.355884573
MYOM1,0.061162434,0.389626341
MYOM2,0.112716967,0.578217536
MYOT,0.022523783,0.712776175
MYOZ1,0.053761849,0.352196818
MYOZ2,-0.022431564,0.456049575
MYOZ3,0.13320126,0.136856086
MYRF,-0.01139385,0.846810211
MYRIP,0.130365691,0.17736219
MYT1,0.081342804,0.202829449
MYT1L,0.100744345,0.058900481
MYZAP,0.018930333,0.83899963
MZB1,0.187499793,0.55936071
MZF1,-0.081112815,0.384733259
MZT2A,0.012299457,0.799779874
MZT2B,-0.017817082,0.750568997
N4BP1,0.026028721,0.520158343
N4BP2L1,0.065548924,0.312420274
N4BP2L2,-0.29103519,0.312759896
N4BP2L2-IT2,-0.145086182,0.292129486
N4BP3,0.017394032,0.817752127
N6AMT1,-0.015406377,0.827533851
NAA10,0.080333379,0.32554273
NAA11,0.085991918,0.224875324
NAA15,0.268973739,0.082028857
NAA16,-0.090999272,0.600867185
NAA35,0.111187074,0.198115427
NAA40,-0.246546963,0.031218646
NAA50,0.115022262,0.169555309
NAA60,-0.165662289,0.088388457
NAAA,-0.148462658,0.212749538
NAALAD2,-0.059214894,0.335952645
NAALADL1,-0.121249051,0.249300037
NAB1,0.060255197,0.387667037
NAB2,-0.018869817,0.79663189
NABP1,0.041883868,0.441681835
NABP2,0.007530712,0.924277469
NACA,-0.073191969,0.648579356
NACA2,-0.01570864,0.765800222
NACAD,-0.040930232,0.467628561
NACAP1,0.019507185,0.836676286
NACC2,-0.374592877,0.009763966
NADK,-0.04887006,0.516735479
NADSYN1,-0.078608942,0.383870514
NAE1,0.026502959,0.754170181
NAG18,0.028291285,0.651348132
NAGA,-0.052822946,0.656606733
NAGK,-0.179463244,0.087343692
NAGLU,-0.065047292,0.182677026
NAGPA,-0.138821824,0.067287458
NAIP,0.057746153,0.573782464
NAMPT,0.996756381,0.002658528
NANOG,0.089465761,0.101965964
NANS,0.052274407,0.6599963
NAP1L1,0.044215647,0.484225675
NAP1L2,0.158950303,0.273679615
NAP1L3,0.164420964,0.19154717
NAP1L4,-0.091449925,0.545896411
NAPA,-0.101110036,0.217024047
NAPG,0.177072487,0.219860155
NARF,-0.049163258,0.352537921
NARFL,0.058357771,0.575224565
NARS,0.062901524,0.392605993
NARS2,0.344345841,0.009858676
NASP,0.056446952,0.494383278
NAT1,0.045040242,0.684352941
NAT10,-0.014383819,0.897732149
NAT2,0.134201587,0.022040696
NAT6,0.00117975,0.990083611
NAT8,-0.010860944,0.88945246
NAT8B,-0.066443181,0.649308546
NAT9,-0.101304265,0.299487976
NAV2,0.078178639,0.205412505
NAV3,0.090025355,0.075604144
NBAS,-0.035798085,0.639993341
NBEA,0.048785379,0.460973733
NBEAL1,0.019842825,0.660474288
NBEAL2,-0.46817727,0.008924158
NBL1,-0.07081289,0.332658528
NBN,0.22923984,0.202767296
NBPF1,-0.266256541,0.086199408
NBPF10,-0.307808952,0.102518535
NBPF11,-0.303089914,0.137262055
NBPF12,-0.284516947,0.038139475
NBPF14,-0.307808952,0.102518535
NBPF15,-0.295089038,0.11518609
NBPF19,-0.305661129,0.192232704
NBPF20,-0.311852183,0.106225675
NBPF25P,-0.366522655,0.242398076
NBPF26,-0.323336955,0.145437908
NBPF8,-0.311852183,0.106225675
NBPF9,-0.323561289,0.092631336
NBR1,0.076256105,0.147934147
NBR2,0.041446241,0.562584536
NCALD,-0.103276244,0.364245653
NCAM1,0.025898612,0.568623011
NCAM2,0.035298493,0.435507954
NCAN,0.146950664,0.043388087
NCAPD2,-0.079984292,0.550810951
NCAPD3,-0.018394163,0.806732519
NCAPG,0.089934666,0.372373659
NCAPG2,0.088902914,0.32799926
NCAPH,0.159360142,0.123812061
NCAPH2,0.052683561,0.256748798
NCBP1,0.078501002,0.426810211
NCBP2,0.025260455,0.789536071
NCDN,-0.010959496,0.837832778
NCF1,0.035127304,0.812930818
NCF1B,0.001860855,0.990608953
NCF1C,0.001860855,0.990608953
NCF2,-0.036869041,0.632368479
NCF4,-0.062374083,0.48863707
NCK1,0.158183689,0.2432697
NCK2,-0.110430224,0.307198668
NCKAP1,0.09953842,0.05790529
NCKAP1L,-0.202153037,0.038405475
NCKIPSD,0.056141876,0.515077321
NCL,0.054559889,0.230594155
NCLN,0.016952059,0.728238254
NCOA1,-0.126454235,0.116684425
NCOA2,-0.015471636,0.77090566
NCOA3,0.066829249,0.46172993
NCOA4,0.108995996,0.416348502
NCOA6,-0.23105499,0.008105068
NCOR1,-0.130720855,0.034391417
NCOR2,-0.096536848,0.098950055
NCR1,-0.096772058,0.229903071
NCR2,0.099643938,0.088432112
NCR3,-0.036276558,0.70490788
NCRNA00185,0.018489607,0.832759156
NCS1,0.051001283,0.433203108
NCSTN,-0.075318888,0.26718461
NDC1,0.195645886,0.091837958
NDC80,0.025432265,0.84617832
NDE1,-0.087989024,0.459197188
NDEL1,-0.027785909,0.672594155
NDFIP1,0.02166518,0.866783574
NDN,0.069139676,0.349800222
NDNF,0.049204801,0.574193859
NDOR1,-0.052901756,0.527875694
NDP,0.062142904,0.205601924
NDRG1,-0.016575996,0.82209397
NDRG2,0.01068317,0.899423603
NDRG3,0.058135221,0.398060673
NDRG4,-0.11512238,0.190415094
NDST1,-0.1242584,0.192933777
NDST2,-0.155104949,0.358382908
NDST3,0.090568799,0.218623751
NDST4,0.023707404,0.736779874
NDUFA1,0.054455822,0.564915279
NDUFA10,-0.004540703,0.97181724
NDUFA13,0.022487387,0.851922309
NDUFA2,-0.027476417,0.7521798
NDUFA3,-0.016195621,0.900923418
NDUFA4,0.037076621,0.70417906
NDUFA4L2,0.058539828,0.370074732
NDUFA5,0.003099012,0.959988161
NDUFA6,0.124105446,0.036167222
NDUFA7,0.037914066,0.730297447
NDUFA8,-0.000819704,0.993863855
NDUFA9,0.034220285,0.72090788
NDUFAB1,0.034997601,0.724517943
NDUFAF1,0.223416657,0.035012209
NDUFAF3,-0.071807763,0.447980762
NDUFAF4,0.04790034,0.604258232
NDUFAF5,0.05432616,0.25545616
NDUFAF7,0.085405427,0.473144654
NDUFB1,0.05647526,0.598690344
NDUFB11,0.052807468,0.641443581
NDUFB2,-0.010465191,0.933448761
NDUFB2-AS1,0.027007334,0.724515723
NDUFB3,0.13721993,0.261799482
NDUFB4,-0.000763161,0.992318905
NDUFB5,0.114833158,0.35063485
NDUFB6,0.179124946,0.13381724
NDUFB7,-0.03623738,0.685148354
NDUFB8,-0.053967898,0.689107658
NDUFC1,-0.059147082,0.522520163
NDUFC2,-0.094982376,0.251973363
NDUFC2-KCTD14,-0.019347238,0.221355531
NDUFS1,0.097182269,0.049851276
NDUFS2,-0.004819855,0.94481465
NDUFS3,-0.022589089,0.800954495
NDUFS4,0.216130418,0.180155383
NDUFS5,0.114289515,0.255900851
NDUFS6,-0.020042681,0.867332593
NDUFS7,-0.023333307,0.863934887
NDUFS8,-0.00858256,0.940058454
NDUFV1,0.049326895,0.519389567
NDUFV2,0.117169695,0.148475768
NEAT1,-0.101682154,0.13590973
NEB,0.003426109,0.961957085
NEBL,0.087003101,0.345408805
NECAB2,0.143807726,0.113985942
NECAB3,0.045485395,0.600561598
NECAP1,0.096242129,0.594756937
NECAP2,-0.065295274,0.513539031
NEDD4,0.034367712,0.767841657
NEDD4L,-0.013511126,0.843565668
NEDD8,0.055224621,0.580582316
NEDD9,-0.155410112,0.113099519
NEFH,-0.084270987,0.405248243
NEFL,0.208563224,0.058657048
NEFM,0.1017005,0.204719941
NEIL1,-0.145305388,0.323010729
NEIL3,0.101532551,0.110516463
NEK1,-0.045699103,0.510778394
NEK11,0.098993587,0.380665927
NEK2,0.00303563,0.971023307
NEK3,0.179670258,0.129412505
NEK4,0.164525209,0.114776915
NEK7,-0.048981588,0.614670366
NEK9,-0.020381025,0.729982242
NELFA,-0.109390116,0.108796892
NELFB,-0.121676062,0.372959674
NELFCD,-0.108662332,0.350169441
NELFE,-0.060116959,0.301655198
NELL1,0.031780892,0.609460599
NELL2,0.218679318,0.029844617
NEMF,-0.074927839,0.44190455
NENF,0.03203211,0.598340363
NEO1,-0.044455496,0.712358121
NES,0.046523312,0.480054014
NET1,0.268227168,0.03282205
NETO2,0.176503768,0.145146874
NEU1,-0.101018324,0.181662597
NEU2,0.066391666,0.339655938
NEU3,0.023147121,0.364852386
NEURL1,0.011279517,0.870894562
NEUROD1,0.116031428,0.100657048
NEUROD2,-0.048340137,0.601060303
NEUROD4,0.028493339,0.676569737
NEUROD6,0.052253814,0.491538291
NEUROG1,0.023494314,0.611527932
NEUROG2,0.045815511,0.427922309
NEUROG3,0.042473893,0.467533111
NF1,-0.005340559,0.745708842
NF2,-0.043452229,0.206431373
NFASC,0.01929999,0.722599334
NFAT5,-0.187807015,0.247071402
NFATC1,-0.167749506,0.048827229
NFATC2IP,-0.116329743,0.189129116
NFATC3,-0.162558269,0.038893822
NFATC4,0.057119628,0.38390825
NFE2,-0.202099905,0.246025897
NFE2L1,-0.192509341,0.091228265
NFE2L2,0.38609971,0.066013319
NFE2L3,0.151708133,0.177586385
NFIB,0.048180717,0.162890862
NFIC,-0.14172354,0.31436552
NFIL3,0.85448789,0.000251572
NFIX,0.091340523,0.167149834
NFKB1,0.01733015,0.922373659
NFKB2,0.112427888,0.160581576
NFKBIA,0.550035815,0.023841657
NFKBIB,0.114025713,0.065945246
NFKBIE,0.129970084,0.381471698
NFKBIL1,-0.126935595,0.268672586
NFRKB,-0.038433584,0.689869774
NFS1,-0.141390114,0.102436552
NFU1,0.191126095,0.057399186
NFX1,-0.067082387,0.219482797
NFYA,-0.007089065,0.879041065
NFYB,0.030507015,0.724295967
NFYC,-0.017886518,0.861761006
NGB,-0.04493764,0.344030337
NGDN,-0.042385366,0.670221976
NGF,-0.075007473,0.228237514
NGFR,0.042228653,0.580691084
NGFRAP1,0.040954527,0.731735849
NGLY1,0.127408503,0.422614872
NGRN,-0.102579295,0.314234554
NHEJ1,0.094449971,0.202017018
NHLH1,-0.086069522,0.047675916
NHLH2,0.006936436,0.904877543
NHLRC2,-0.24807669,0.027355531
NHP2,-0.041728325,0.653195708
NHP2L1,0.033600207,0.676889382
NHP2P2,0.016846478,0.75209323
NID1,-0.193041238,0.090800592
NID2,-0.011376061,0.85218424
NIF3L1,0.093533935,0.39245283
NIN,-0.001101176,0.985761746
NINJ1,0.211766558,0.251172031
NINJ2,-0.039976294,0.77436626
NINL,-0.103273201,0.217658158
NIP7,-0.013332148,0.899536811
NIPA2,0.091838222,0.258022198
NIPAL2,0.080266218,0.314923418
NIPAL3,-0.001942202,0.975649279
NIPBL,-0.086184966,0.245198668
NIPSNAP1,-0.038792107,0.453164632
NIPSNAP3B,-0.045075894,0.30154125
NISCH,-0.185713886,0.179649279
NIT1,-0.076373421,0.253389567
NIT2,0.115222526,0.281169071
NKAIN1,0.032508285,0.6349101
NKG7,-0.212497845,0.068024417
NKIRAS2,0.001232153,0.987621162
NKRF,0.115485998,0.132765816
NKTR,-0.176116205,0.49227229
NKX2-1,0.032214005,0.588476508
NKX2-2,0.038800779,0.507766926
NKX2-5,0.065555178,0.30972475
NKX2-8,0.042406597,0.476551979
NKX3-1,0.073709563,0.151041805
NKX3-2,0.101529662,0.094286349
NKX6-1,0.110822618,0.183372549
NLE1,0.172833605,0.017530152
NLGN1,0.065673727,0.421845357
NLGN3,0.032115582,0.685308176
NLGN4X,-0.04817044,0.390778394
NLGN4Y,0.099255692,0.117219386
NLK,0.034899188,0.76609397
NLRP1,-0.298109181,0.212467629
NLRP2,0.00683388,0.965828339
NLRP3,0.354243063,0.073234924
NLRX1,-0.176580156,0.075885313
NMB,0.009925172,0.898305586
NMBR,0.009537092,0.866221236
NMD3,0.25663832,0.184678505
NME1,0.055193958,0.704403996
NME1-NME2,0.014476782,0.845925268
NME2,0.014476782,0.845925268
NME3,-0.083178315,0.262444691
NME4,-0.219490252,0.085303737
NME5,0.022040403,0.769718831
NME6,-0.290908066,0.028386977
NME7,0.105889879,0.310066593
NME8,-0.055602552,0.698278209
NMI,0.084800724,0.414371439
NMNAT2,0.067718055,0.428664447
NMRK1,0.283753766,0.087977063
NMRK2,0.112967349,0.130524602
NMT1,-0.142433893,0.041294118
NMT2,0.008387947,0.88727636
NMU,0.036999541,0.621314095
NMUR1,0.020676242,0.806396596
NNAT,0.049625598,0.470796152
NNMT,0.119984452,0.050753977
NNT,0.013775404,0.934279689
NOC2L,-0.037682063,0.659197188
NOC3L,0.148238857,0.167248243
