Code,foldchange,samp.olive
MXRA5,0.055927182,0.497486496
MXRA7,0.024710401,0.888391417
MXRA8,0.036060249,0.656662967
MYB,0.065026993,0.321329634
MYBBP1A,-0.029634058,0.659009249
MYBL1,-0.138961573,0.209051424
MYBL2,-0.101284037,0.24200074
MYBPC1,0.109998759,0.099342952
MYBPC2,-0.064930882,0.441972623
MYBPC3,0.061547527,0.544392897
MYBPH,-0.004434439,0.951604144
MYC,-0.250776051,0.117334073
MYCBP,0.013523202,0.858621532
MYCBP2,-0.229316236,0.206235294
MYCL,0.098896641,0.345226785
MYCLP1,0.065174937,0.460947836
MYCN,0.036817863,0.471708472
MYCNOS,0.017328464,0.827880873
MYCT1,0.098856479,0.108696263
MYD88,0.105950906,0.135324454
MYEF2,-0.019009311,0.696719941
MYF5,0.147425244,0.090496485
MYF6,0.203859633,0.005419164
MYH1,0.091415501,0.175390307
MYH10,0.036969415,0.539063263
MYH11,0.070351436,0.166981132
MYH13,0.039909938,0.627525712
MYH14,0.005508981,0.942575657
MYH15,-0.034490952,0.630981132
MYH2,0.00398531,0.939438402
MYH3,-0.10155751,0.231051424
MYH4,-0.102082036,0.249771365
MYH6,-0.008846211,0.736665557
MYH7,0.015952233,0.806173141
MYH7B,-0.002103662,0.967736589
MYH8,0.053029776,0.508374399
MYH9,-0.054349184,0.667573067
MYL1,0.161062924,0.046935257
MYL10,0.088951083,0.154691084
MYL12A,-0.003584039,0.786466889
MYL12B,0.000316865,0.765665557
MYL2,0.095124468,0.201800962
MYL3,0.054177096,0.546306326
MYL4,0.110495924,0.313430263
MYL5,0.053802148,0.674805031
MYL6,0.058593574,0.421445061
MYL6B,0.010928548,0.930379578
MYL7,0.090436418,0.201052904
MYL9,-0.010254468,0.931550129
MYLIP,-0.140833944,0.437788383
MYLK,-0.154865265,0.41381872
MYLK3,0.123942601,0.248029597
MYLPF,0.116626549,0.137750647
MYNN,0.116688335,0.442010359
MYO10,0.02203192,0.702238994
MYO15A,-0.058713071,0.39873178
MYO15B,-0.07768841,0.596026637
MYO16,0.191688074,0.056902701
MYO18A,0.093306176,0.304500185
MYO19,0.046924048,0.609212727
MYO1A,0.063240829,0.424439512
MYO1B,0.082764389,0.076705882
MYO1C,0.067937237,0.279615982
MYO1D,-0.050276769,0.514247873
MYO1E,-0.046055151,0.640787273
MYO1F,-0.015023361,0.856931558
MYO3A,0.020841651,0.772112468
MYO5A,0.02350994,0.694712542
MYO5C,0.081311158,0.384504624
MYO6,-0.117151046,0.117684795
MYO7A,0.059131502,0.266625971
MYO7B,-0.030372123,0.671459119
MYO9A,-0.029464877,0.739641139
MYO9B,-0.151749348,0.084915279
MYOC,0.103423657,0.197581206
MYOD1,-0.063099539,0.469524232
MYOF,0.176177004,0.038959674
MYOG,0.112179969,0.145800222
MYOM1,-0.017129944,0.756345542
MYOM2,0.082860886,0.55999556
MYOT,0.142510091,0.076298187
MYOZ1,0.084480638,0.256771735
MYOZ2,-0.046378183,0.389870514
MYOZ3,0.007216489,0.946173881
MYRF,0.004054372,0.949331114
MYRIP,-0.041315804,0.620102109
MYT1,0.09501098,0.218563818
MYT1L,0.001133078,0.983049205
MYZAP,-0.107859024,0.411282279
MZB1,0.070943713,0.608587495
MZF1,-0.084307074,0.286782094
MZT2A,-0.08732395,0.404798742
MZT2B,-0.052771295,0.575200641
N4BP1,-0.021720682,0.753994821
N4BP2L1,-0.037596313,0.559764706
N4BP2L2,-0.145900044,0.513294488
N4BP2L2-IT2,0.019255099,0.852218276
N4BP3,0.119525357,0.023886053
N6AMT1,-0.111604293,0.163932667
NAA10,-0.010772846,0.917013688
NAA11,-0.013197295,0.863096559
NAA15,-0.342071832,0.082164262
NAA16,-0.009540455,0.945783944
NAA35,-0.193607264,0.093205327
NAA40,-0.080503711,0.22954273
NAA50,-0.04376029,0.623681835
NAA60,0.031791615,0.713704772
NAAA,0.009397813,0.906448391
NAALAD2,-0.039582712,0.658027377
NAALADL1,-0.091727079,0.371126156
NAB1,0.114984628,0.193806141
NAB2,0.075577803,0.208370699
NABP1,0.024651337,0.760515723
NABP2,0.005087131,0.954501665
NACA,0.023970295,0.85945468
NACA2,-0.025447794,0.707417684
NACAD,0.022822869,0.759141694
NACAP1,0.049981751,0.438474288
NACC2,0.012750385,0.895772845
NADK,0.0005988,0.993292638
NADSYN1,-0.01714789,0.832406955
NAE1,-0.17736054,0.091152793
NAG18,0.069326694,0.202352941
NAGA,0.172813393,0.081939327
NAGK,0.170399213,0.095138735
NAGLU,-0.019872078,0.771221606
NAGPA,0.142203704,0.073556789
NAIP,-0.093842444,0.458582316
NAMPT,0.574516684,0.022655568
NANOG,-0.026908628,0.745251202
NANS,0.231651508,0.035533111
NAP1L1,-0.006225352,0.945143174
NAP1L2,-0.201770353,0.147307436
NAP1L3,-0.091065464,0.410606733
NAP1L4,-0.003993924,0.974779874
NAPA,-0.045332269,0.643425823
NAPG,0.096140755,0.280334443
NARF,-0.119485608,0.210290788
NARFL,0.05666912,0.335740289
NARS,0.049583882,0.55190529
NARS2,0.06983083,0.570603034
NASP,-0.056439267,0.566397336
NAT1,0.104158847,0.353295597
NAT10,-0.010113338,0.931334813
NAT2,-0.102621798,0.162571217
NAT6,-0.049592932,0.634914539
NAT8,0.115212397,0.205774325
NAT8B,0.06872501,0.547507214
NAT9,-0.010511314,0.866740659
NAV2,-0.032393863,0.558741398
NAV3,0.02381992,0.621850536
NBAS,-0.102429509,0.294253792
NBEA,-0.069238243,0.502779874
NBEAL1,-0.027387257,0.551504255
NBEAL2,-0.31600472,0.116662227
NBL1,0.075842266,0.257373659
NBN,0.001443733,0.991226045
NBPF1,-0.074826467,0.561590085
NBPF10,-0.096121817,0.636302331
NBPF11,-0.128545005,0.568256258
NBPF12,-0.04936128,0.648540141
NBPF14,-0.096121817,0.636302331
NBPF15,-0.110626366,0.574149094
NBPF19,-0.171891451,0.499758047
NBPF20,-0.142094036,0.466314959
NBPF25P,-0.327559548,0.101864595
NBPF26,-0.127295508,0.628143791
NBPF8,-0.142094036,0.466314959
NBPF9,-0.116096432,0.570965039
NBR1,-0.078675456,0.213721791
NBR2,0.053306381,0.459965964
NCALD,-0.174528899,0.054136145
NCAM1,-0.057905968,0.384315945
NCAM2,0.057212317,0.409387347
NCAN,-0.004643692,0.938307066
NCAPD2,-0.129054085,0.243827599
NCAPD3,-0.094925526,0.179151313
NCAPG,0.003423044,0.946893082
NCAPG2,0.12078247,0.235775805
NCAPH,0.067595723,0.56454828
NCAPH2,-0.056929595,0.432155383
NCBP1,-0.059864779,0.562506104
NCBP2,0.09961643,0.21318239
NCDN,0.053918256,0.431203108
NCF1,-0.006254066,0.823660007
NCF1B,-0.034552752,0.787290418
NCF1C,-0.034552752,0.787290418
NCF2,0.145675552,0.174029597
NCF4,0.069798736,0.476677765
NCK1,-0.098848912,0.345663337
NCK2,-0.105929516,0.232839808
NCKAP1,0.058933376,0.460486866
NCKAP1L,-0.086872934,0.465505734
NCKIPSD,0.087354408,0.21881465
NCL,-0.047722999,0.634154643
NCLN,0.021385017,0.718204218
NCOA1,-0.021217808,0.83473178
NCOA2,-0.07538361,0.340976693
NCOA3,-0.186334579,0.195984462
NCOA4,0.023979507,0.698497225
NCOA6,-0.0826254,0.325754347
NCOR1,-0.071586851,0.455734369
NCOR2,-0.108112397,0.092706622
NCR1,-0.039994095,0.596233814
NCR2,0.054566138,0.373680355
NCR3,0.036477631,0.785487976
NCRNA00185,0.071751299,0.326315205
NCS1,0.159414383,0.090779874
NCSTN,0.147500047,0.1221835
NDC1,-0.05714951,0.544017018
NDC80,-0.15060988,0.249596744
NDE1,-0.069436781,0.508022198
NDEL1,-0.00560015,0.952386977
NDFIP1,0.032187478,0.755014428
NDN,0.059757406,0.480654088
NDNF,-0.052145839,0.483479097
NDOR1,-0.066442001,0.427589345
NDP,-0.042911671,0.389348872
NDRG1,0.078346182,0.358534961
NDRG2,0.097296576,0.188828709
NDRG3,-0.10107218,0.110476508
NDRG4,0.018408244,0.799229005
NDST1,0.094102693,0.275211987
NDST2,-0.006884573,0.734786164
NDST3,-0.096365018,0.135829079
NDST4,-0.109276911,0.093504994
NDUFA1,0.00060021,0.994120607
NDUFA10,0.136105059,0.383295597
NDUFA13,0.042227863,0.718647429
NDUFA2,0.013903439,0.893057344
NDUFA3,0.073918278,0.54900407
NDUFA4,0.094129304,0.289928968
NDUFA4L2,0.055039382,0.434137625
NDUFA5,-0.001040103,0.992649649
NDUFA6,0.034784522,0.692484647
NDUFA7,0.107389507,0.301832778
NDUFA8,0.095171791,0.281487236
NDUFA9,0.031520995,0.72327118
NDUFAB1,-0.005669924,0.928229375
NDUFAF1,0.034677929,0.688330004
NDUFAF3,0.075683228,0.493966704
NDUFAF4,0.100905167,0.275175731
NDUFAF5,0.018464936,0.844292268
NDUFAF7,-0.054827363,0.655428043
NDUFB1,-0.001950667,0.98573067
NDUFB11,0.049414744,0.675380688
NDUFB2,0.063985633,0.538341842
NDUFB2-AS1,0.049183629,0.612123566
NDUFB3,0.081734176,0.371426563
NDUFB4,0.088204445,0.188448391
NDUFB5,0.039068441,0.61663855
NDUFB6,-0.054479052,0.527396226
NDUFB7,0.060655232,0.573852016
NDUFB8,-0.054737369,0.529532371
NDUFC1,0.044633531,0.645197928
NDUFC2,0.02213665,0.768622272
NDUFC2-KCTD14,0.063386746,0.401518313
NDUFS1,-0.051037512,0.481320755
NDUFS2,0.025268533,0.724664447
NDUFS3,-0.024259806,0.769722531
NDUFS4,0.105694968,0.416308546
NDUFS5,-0.036612316,0.654842027
NDUFS6,0.07410782,0.255967444
NDUFS7,0.070693511,0.655765446
NDUFS8,0.027392211,0.834220496
NDUFV1,-0.117649064,0.165134295
NDUFV2,0.024482192,0.762862745
NEAT1,-0.006518185,0.921556049
NEB,-0.002119578,0.97872512
NEBL,0.046212457,0.344127266
NECAB2,0.135998879,0.099556789
NECAB3,-0.004971359,0.963800962
NECAP1,-0.008773159,0.931533851
NECAP2,0.020392472,0.798388457
NEDD4,0.064888192,0.532699963
NEDD4L,0.026395153,0.751152053
NEDD8,0.081394139,0.245610803
NEDD9,-0.055220421,0.555949686
NEFH,0.122773779,0.145077321
NEFL,0.099860243,0.357393267
NEFM,0.105044004,0.165857936
NEIL1,-0.018696568,0.855320015
NEIL3,0.108434713,0.260129486
NEK1,-0.148949243,0.054894562
NEK11,0.006170655,0.943342212
NEK2,0.036584833,0.479955605
NEK3,-0.061516272,0.559502775
NEK4,-0.025876704,0.81345616
NEK7,-0.06940828,0.519412505
NEK9,-0.007344504,0.910604514
NELFA,-0.020468792,0.797603404
NELFB,-0.117865751,0.350492786
NELFCD,-0.020034778,0.788588975
NELFE,-0.003081439,0.975131336
NELL1,0.032021872,0.614023677
NELL2,-0.13398307,0.190378838
NEMF,-0.169775737,0.092565298
NENF,0.071474054,0.424467629
NEO1,-0.025801785,0.823493896
NES,0.052967128,0.374068073
NET1,-0.206562074,0.044432852
NETO2,0.152065757,0.181464299
NEU1,0.011712137,0.90090788
NEU2,0.105272642,0.153667777
NEU3,-0.031015511,0.539538291
NEURL1,0.050239678,0.424133925
NEUROD1,0.017160711,0.844201258
NEUROD2,0.064298619,0.372591195
NEUROD4,0.072229823,0.339696633
NEUROD6,0.056256805,0.456534221
NEUROG1,0.010881871,0.884256752
NEUROG2,-0.060020652,0.360204957
NEUROG3,0.034872488,0.66063411
NF1,-0.013534652,0.415593785
NF2,-0.043788463,0.284144284
NFASC,0.029064034,0.598993711
NFAT5,-0.280827041,0.125075842
NFATC1,-0.076425033,0.318765816
NFATC2IP,-0.083047405,0.418953755
NFATC3,-0.070208654,0.447054384
NFATC4,0.128654924,0.076921939
NFE2,0.059783738,0.739324454
NFE2L1,0.053073781,0.560946356
NFE2L2,0.24502377,0.036371439
NFE2L3,0.13263899,0.286691824
NFIB,0.033477358,0.585781724
NFIC,-0.214236892,0.090079171
NFIL3,0.216816308,0.376556419
NFIX,0.020454567,0.679015168
NFKB1,-0.104413794,0.32527636
NFKB2,0.052396972,0.332263411
NFKBIA,0.733531773,0.018193119
NFKBIB,0.057662068,0.562680725
NFKBIE,0.378900148,0.013283759
NFKBIL1,0.05862146,0.351377728
NFRKB,-0.110006702,0.260582316
NFS1,0.065245499,0.457171291
NFU1,-0.023647235,0.822587495
NFX1,-0.117124989,0.106085831
NFYA,-0.045963652,0.460502405
NFYB,-0.193721918,0.145197188
NFYC,-0.026768516,0.737877174
NGB,0.080585765,0.337491676
NGDN,-0.003396548,0.964770255
NGF,0.07563896,0.473604144
NGFR,0.044529942,0.605120237
NGFRAP1,-0.01638542,0.896436552
NGLY1,-0.022414179,0.853669256
NGRN,0.029324529,0.633644099
NHEJ1,-0.057820634,0.507021088
NHLH1,0.166968157,0.016782834
NHLH2,-0.019822543,0.729100259
NHLRC2,-0.075811896,0.571174251
NHP2,0.06785922,0.532062153
NHP2L1,0.119766172,0.15309064
NHP2P2,0.100419877,0.257869034
NID1,0.081401907,0.419982242
NID2,0.008949322,0.903486496
NIF3L1,-0.091080447,0.27963818
NIN,-0.016089522,0.841023307
NINJ1,0.265360496,0.109868294
NINJ2,0.118898844,0.38472956
NINL,-0.063049328,0.432036996
NIP7,-0.118678282,0.165323714
NIPA2,0.027708582,0.622170181
NIPAL2,0.043425833,0.572875324
NIPAL3,-0.101349398,0.191493896
NIPBL,-0.198933648,0.049681835
NIPSNAP1,-0.136643791,0.062893082
NIPSNAP3B,0.037662993,0.67881835
NISCH,-0.072500011,0.563982982
NIT1,-0.012514885,0.894954495
NIT2,-0.07000841,0.538746578
NKAIN1,-0.027815999,0.732831669
NKG7,0.050375968,0.672505364
NKIRAS2,0.106560555,0.303989641
NKRF,-0.044714684,0.561119497
NKTR,-0.260644002,0.368205697
NKX2-1,-0.008840319,0.864310766
NKX2-2,-0.065035996,0.295309656
NKX2-5,0.034579883,0.694829449
NKX2-8,0.138963863,0.14273104
NKX3-1,0.059363847,0.326066593
NKX3-2,0.031072278,0.649307436
NKX6-1,-0.047055917,0.50827673
NLE1,0.074205885,0.314758417
NLGN1,0.26831342,0.063138735
NLGN3,0.011533585,0.876553459
NLGN4X,0.046879067,0.424839808
NLGN4Y,0.046080624,0.47063411
NLK,-0.138374224,0.309945986
NLRP1,-0.228596847,0.230510544
NLRP2,0.065640961,0.44763744
NLRP3,0.506237832,0.05200074
NLRX1,-0.048715645,0.677994821
NMB,0.050116033,0.644446171
NMBR,0.019631548,0.741403626
NMD3,-0.155508668,0.295969663
NME1,0.226546427,0.063968183
NME1-NME2,0.013920178,0.85718609
NME2,0.013920178,0.85718609
NME3,-0.044580803,0.550889382
NME4,-0.057071884,0.562435072
NME5,0.051480229,0.500076212
NME6,-0.065501512,0.423228265
NME7,-0.090951448,0.536287088
NME8,0.097556913,0.384382538
NMI,-0.058867915,0.54418202
NMNAT2,0.099378698,0.149943026
NMRK1,-0.084553123,0.417212727
NMRK2,-0.025750617,0.657867555
NMT1,-0.072267404,0.372381058
NMT2,-0.092952968,0.311666297
NMU,0.100683954,0.167882353
NMUR1,-0.09994849,0.18336663
NNAT,0.037610132,0.61036108
NNMT,0.048427777,0.465831299
NNT,-0.21757841,0.029010729
NOC2L,0.052592197,0.551053644
NOC3L,-0.077664243,0.504070292
NOC4L,-0.057544229,0.604981132
NOD1,0.015109405,0.857130596
NOD2,-0.016766339,0.874734739
NOL10,-0.018955106,0.756073252
NOL11,-0.044291341,0.657773585
NOL12,-0.00907054,0.571930818
NOL3,0.03755546,0.516059193
NOL4,0.055078196,0.380113208
NOL6,0.063453447,0.488284869
NOL7,-0.065242263,0.402467629
NOL8,-0.006617026,0.9523633
NOL9,-0.008296634,0.946039216
NOLC1,-0.049431972,0.446433592
NOMO1,-0.022711777,0.789918609
NOMO2,-0.022711777,0.789918609
NOMO3,-0.022711777,0.789918609
NONO,-0.179934751,0.079504255
NOP10,0.124661075,0.167325934
NOP14,0.046432377,0.608705882
NOP14-AS1,-0.02547356,0.696608213
NOP16,0.05922037,0.393602664
NOP2,0.040506159,0.614156123
NOP56,-0.11985012,0.16108768
NOS1,-0.002735626,0.969957085
NOS1AP,0.110182154,0.151669996
NOS2,-0.026994,0.694055494
NOS3,-0.112980246,0.066843507
NOSIP,-0.113331999,0.290719941
NOTCH1,-0.009497364,0.946384758
NOTCH2,-0.092295344,0.381983722
NOTCH2NL,-0.094826644,0.725055124
NOTCH3,0.038012401,0.573900111
NOTCH4,0.06504172,0.532557159
NOV,0.285384064,0.171116537
NOVA1,0.056416316,0.231752127
NOVA2,0.057188406,0.307106178
NOX1,0.050217258,0.277857196
NOX3,-0.048454716,0.505221606
NOX4,0.056966731,0.520675546
NOX5,-0.060274609,0.514122087
NPAP1,0.111378679,0.249287458
NPAS1,0.080117393,0.295672956
NPAS2,0.019196377,0.717681835
NPAS3,0.048335462,0.430215316
NPAT,-0.057053352,0.467337773
NPBWR2,-0.05320411,0.358321125
NPC1,0.032807727,0.760008879
NPC1L1,0.173329609,0.009190529
NPC2,0.147207907,0.026278949
NPDC1,-0.021084854,0.824537181
NPEPL1,0.025959404,0.564606733
NPEPPS,-0.058528096,0.557354791
NPFF,0.042604965,0.653525712
NPFFR1,0.063172805,0.347147614
NPHP1,0.011754533,0.889118757
NPHP4,-0.038637736,0.638924898
NPHS1,0.096946994,0.204650388
NPHS2,0.032047202,0.682413615
NPIPA1,-0.147233354,0.250658898
NPIPA2,-0.148051477,0.252652608
NPIPA3,-0.148051477,0.252652608
NPIPA5,-0.076067104,0.333687014
NPIPA7,-0.148051477,0.252652608
NPIPA8,-0.148051477,0.252652608
NPIPB11,0.067125148,0.355116167
NPIPB15,-0.070736679,0.573291528
NPIPB3,-0.047273355,0.366100777
NPIPB4,0.040885985,0.530878283
NPIPB5,0.040885985,0.530878283
NPIPB6,-0.179512366,0.118934517
NPIPB8,0.019060184,0.098534591
NPL,-0.06185911,0.593983722
NPLOC4,-0.082304425,0.281460599
NPM1,-0.05409261,0.54291084
NPM1P22,0.033767868,0.675019608
NPM3,-0.057884669,0.484665187
NPPA,0.065921893,0.522753237
NPPB,0.077905841,0.282514983
NPPC,0.127446219,0.045171291
NPR1,0.018667865,0.71772475
NPR2,-0.052488614,0.489448021
NPR3,0.049740297,0.336340363
NPRL2,-0.110712719,0.225083241
NPRL3,-0.092373985,0.193127636
NPTN,-0.021040195,0.735617462
NPTX1,0.010274052,0.879754347
NPTX2,0.082881004,0.354762116
NPTXR,0.051358998,0.437015908
NPVF,0.096707043,0.369399186
NPY,0.077202799,0.281201628
NPY1R,0.003212256,0.947855716
NPY2R,0.05585987,0.350950055
NPY4R,0.018402764,0.776679245
NPY5R,-0.003140308,0.9589064
NPY6R,0.005459721,0.947960784
NQO1,0.02741698,0.721889752
NQO2,0.167267742,0.219382168
NR0B1,0.03728228,0.51745024
NR0B2,0.013139566,0.879937107
NR1D1,0.127932919,0.179688494
NR1D2,-0.291606123,0.073043285
NR1H2,-0.044174842,0.642785794
NR1H3,0.001767366,0.986522383
NR1H4,0.064330837,0.350375879
NR1I2,0.031283037,0.631526452
NR1I3,-0.002708052,0.967920089
NR2C1,0.001646835,0.983134295
NR2C2,-0.27906411,0.108461709
NR2E1,0.002585743,0.969036626
NR2E3,-0.013965458,0.835101739
NR2F1,-0.003447681,0.33345542
NR2F2,0.027848732,0.583234184
NR2F6,0.058205657,0.451384388
NR3C1,0.002515106,0.978982612
NR3C2,-0.197408667,0.107921569
NR4A1,0.485539218,0.006114687
NR4A2,0.870182401,0.034780614
NR4A3,0.233782228,0.050526822
NR5A1,0.056428791,0.313772845
NR5A2,0.038263594,0.42309212
NR6A1,0.0734254,0.167950425
NRAP,0.07333131,0.342773955
NRAS,-0.004655852,0.967981502
NRBF2,0.048242181,0.659866075
NRBP1,-0.104267513,0.211505734
NRCAM,0.07075436,0.223707732
NRD1,0.059071499,0.409295597
NRDE2,-0.057828723,0.454550499
NREP,0.083731516,0.22645135
NRF1,-0.147664821,0.02545172
NRG1,0.163950082,0.052573437
NRG2,-0.027580782,0.647416204
NRGN,-0.126130317,0.237012949
NRIP1,-0.196624887,0.194839808
NRIP2,-0.003674906,0.959718831
NRIP3,0.042522274,0.580540881
NRL,-0.033948336,0.699021828
NRN1,0.08147323,0.294066593
NRP1,0.068017122,0.175550869
NRP2,0.029497909,0.56127266
NRSN2,0.033435508,0.745943026
NRTN,-0.052729197,0.456441731
NRXN1,0.04045011,0.373720311
NRXN2,0.098781889,0.185060303
NRXN3,0.025066167,0.668990011
NSA2,-0.092547192,0.486128746
NSD1,-0.017433326,0.878599334
NSDHL,-0.06739292,0.408577876
NSF,-0.012948873,0.894992231
NSFL1C,-0.1000726,0.099241583
NSG1,-0.160523454,0.109102479
NSL1,-0.025166443,0.751510914
NSMAF,-0.027653805,0.692067333
NSMCE4A,-0.119923327,0.168434332
NSMF,-0.140879915,0.102491306
NSUN3,0.095323541,0.409105438
NSUN5,-0.107304695,0.131426563
NSUN5P1,-0.131545618,0.237834998
NSUN5P2,-0.119705285,0.260475028
NSUN6,-0.057208303,0.672119867
NSUN7,-0.107317296,0.096520903
NT5C,-0.108357543,0.335065483
NT5C1B-RDH14,-0.100895915,0.327691454
NT5C2,-0.092514165,0.343108398
NT5DC2,-0.04680425,0.670116167
NT5DC3,0.131205539,0.129410285
NT5E,-0.134483961,0.088709582
NT5M,0.071796235,0.556040696
NTAN1,-0.010316952,0.911081761
NTF3,0.10704408,0.127349612
NTHL1,-0.003914377,0.974203478
NTM,0.103001379,0.276369959
NTN1,-0.044411725,0.498290048
NTN3,0.043746815,0.57345838
NTNG1,0.006175341,0.923855716
NTRK1,0.118617962,0.086162042
NTRK2,0.056670537,0.35118387
NTRK3,0.048766522,0.336376619
NTS,-0.031422437,0.551019608
NTSR1,0.066782611,0.316973733
NTSR2,0.081835158,0.235159452
NUAK1,0.108109067,0.253166112
NUAK2,-0.080554549,0.487797262
NUBP1,0.111868351,0.21345098
NUBP2,-0.026077801,0.804830929
NUBPL,-0.130307262,0.203203848
NUCB1,-0.058898356,0.48381798
NUCB2,-0.276451837,0.04745172
NUCKS1,-0.140257698,0.266652608
NUDC,0.013525348,0.826136885
NUDCD3,-0.007781749,0.886061413
NUDT1,0.02355636,0.848766556
NUDT11,0.0954968,0.206995191
NUDT13,-0.021963062,0.816324084
NUDT15,0.082677675,0.371883093
NUDT18,0.025916832,0.817205327
NUDT2,-0.049203949,0.654196078
NUDT21,-0.068946859,0.448103589
NUDT3,0.021256973,0.110930448
NUDT4,-0.071701534,0.421454433
NUDT4P1,-0.037042615,0.609168331
NUDT4P2,-0.040456105,0.613794303
NUDT6,-0.052463769,0.645412505
NUDT7,0.056906336,0.379430263
NUDT9,-0.088797125,0.231383648
NUFIP1,0.044232767,0.568597854
NUMA1,-0.021594375,0.786888642
NUMB,-0.025189996,0.690076952
NUP107,-0.083480151,0.428144284
NUP133,0.028208269,0.745149094
NUP153,-0.00740116,0.946776175
NUP155,-0.116451267,0.316475768
NUP160,-0.038928275,0.56945394
NUP188,0.044096742,0.429771365
NUP205,-0.068570759,0.450292268
NUP210,-0.136897107,0.325946726
NUP214,0.05371861,0.519065483
NUP37,0.009143907,0.910856826
NUP43,-0.116674781,0.359231964
NUP50,-0.063726236,0.356293008
NUP54,-0.011676383,0.84636774
NUP62,-0.095910945,0.277855346
NUP62CL,0.078491869,0.252265631
NUP85,-0.042028751,0.560329264
NUP88,-0.115412912,0.16618424
NUP93,0.099059607,0.214794673
NUP98,-0.086917986,0.383356271
NUPL1,0.035593665,0.763061043
NUPL2,-0.030092429,0.722654088
NUPR1,0.040372223,0.686228635
NUS1,-0.128706522,0.187324454
NUS1P3,-0.110261754,0.206716611
NUSAP1,0.000100506,0.999235664
NUTF2,0.050431512,0.480871624
NUTF2P4,0.050431512,0.480871624
NVL,-0.1163267,0.284736959
NXF1,0.022603299,0.824574917
NXF2,0.023172291,0.713527192
NXF2B,0.023172291,0.713527192
NXF3,0.090117589,0.324950795
NXN,0.021157466,0.769177211
NXPE3,-0.130305087,0.207263781
NXPE4,0.06146251,0.357550869
NXPH3,0.089660474,0.34481539
NXPH4,0.077415338,0.36691306
NXT1,0.141585873,0.21345616
NXT2,-0.006520864,0.947487976
NYNRIN,0.119053893,0.255050684
NYX,0.048717034,0.608255272
OARD1,-0.003358749,0.973889012
OAS1,0.120266141,0.135057344
OAS2,-0.042995025,0.629784684
OAS3,-0.001925625,0.984211617
OASL,0.040931117,0.679389567
OAT,-0.073881874,0.380562338
OAZ1,0.035512093,0.516551239
OAZ2,0.177143817,0.261021088
OAZ3,0.03057368,0.634446911
OBFC1,-0.077234525,0.308846467
OBP2A,0.028003347,0.765249353
OBP2B,0.007637999,0.911735109
OBSCN,0.033115725,0.734103219
OBSL1,0.029254856,0.61036108
OCA2,0.018416326,0.782475028
OCEL1,0.08052339,0.439555309
OCLM,-0.044754914,0.556833148
OCLN,-0.086681615,0.182968553
OCM2,0.070798391,0.484108768
OCRL,0.066578081,0.344676286
ODAM,0.024886759,0.701073622
ODC1,-0.01924664,0.771625601
ODF1,0.097776642,0.243721791
ODF2,-0.083633757,0.351786164
OFD1,-0.076961274,0.601477617
OGDH,-0.02961727,0.784307066
OGDHL,0.103365038,0.20872586
OGFOD1,-0.205072902,0.054117647
OGFOD2,-0.030655473,0.692670366
OGFOD3,-0.037376832,0.708127266
OGFR,0.072489431,0.339809101
OGFRL1,0.083532371,0.525037366
OGG1,-0.016855309,0.815066963
OGN,0.022483742,0.691192009
OGT,-0.183386391,0.330953015
OIP5,-0.060292139,0.525024047
OLA1,0.015946997,0.865835738
OLAH,0.064369144,0.321750647
OLFM1,0.051401196,0.442506104
OLFM4,0.051419447,0.345160932
OLFML1,0.033739307,0.65563374
OLFML2A,-0.038216103,0.706154643
OLFML2B,0.089079957,0.312565298
OLFML3,0.076326011,0.403399926
OLIG2,0.041500029,0.499170551
OLR1,0.271019689,0.03481835
OMD,-0.026228158,0.585422863
OMG,0.1228642,0.096173881
OMP,0.011922136,0.856870144
ONECUT1,0.02492016,0.677098039
ONECUT2,0.06416909,0.289747688
OPA1,-0.118515266,0.149648539
OPA3,-0.266602978,0.017469478
OPCML,0.086017367,0.118861265
OPHN1,0.198751347,0.174785794
OPLAH,0.001285742,0.987096559
OPN1LW,0.025583719,0.686176841
OPN1MW,0.025583719,0.686176841
OPN1MW2,0.025583719,0.686176841
OPN1SW,0.056268129,0.39681909
OPN3,0.100955782,0.343529412
OPRD1,-0.015843303,0.874013319
OPRK1,0.047731152,0.487034406
OPRL1,0.054129552,0.453937847
OPRM1,-0.004256682,0.917719571
OPTN,-0.156471058,0.059294118
OR10C1,0.006693476,0.937479097
OR10H1,0.086673656,0.350850166
OR10H2,0.061142747,0.316534221
OR10H3,0.044378192,0.525121717
OR10J1,0.030697407,0.728697003
OR11A1,0.036591508,0.571217906
OR12D2,0.046948793,0.504169441
OR12D3,0.002557839,0.878065483
OR1A1,-0.005040624,0.944256012
OR1A2,-0.033794185,0.655465779
OR1D2,0.025901967,0.774896781
OR1D5,0.072548872,0.383894932
OR1E1,0.011522687,0.678741398
OR1E2,0.043743376,0.567698853
OR1E3,-0.02053839,0.749567888
OR1F1,0.10380709,0.275008509
OR1F2P,0.018495631,0.803214206
OR1G1,0.011286662,0.886069552
OR2A20P,-0.271797252,0.021540511
OR2A9P,-0.271797252,0.021540511
OR2B2,0.101796105,0.120116907
OR2B6,-0.02159382,0.795439142
OR2C1,0.144758268,0.056656308
OR2F1,0.062823174,0.406348132
OR2F2,0.097143989,0.225644099
OR2H1,0.06490158,0.207655198
OR2H2,0.164650158,0.022049575
OR2J2,0.084662375,0.140489826
OR2J3,0.076884922,0.249103959
OR2N1P,0.081288337,0.438325564
